gene,control_1,control_2,control_3,cold_1,cold_2,cold_3
Solyc00g116150,0,0,0,0,0,0
Solyc00g117450,0,0,0,0,0,0
Solyc00g117650,0,0,0,0,0,0
Solyc00g118680,0,0,0,0,0,0
Solyc00g118690,1,0,2,1,1,0
Solyc00g120120,0,0,0,0,0,0
Solyc00g120820,0,0,0,0,0,0
Solyc00g120830,0,0,0,0,0,0
Solyc00g120930,0,0,0,0,0,0
Solyc00g121230,0,0,0,0,0,0
Solyc00g121730,0,0,0,0,1,0
Solyc00g122530,0,0,0,0,0,0
Solyc00g123030,0,0,0,0,0,0
Solyc00g123040,0,0,0,0,0,0
Solyc00g123240,0,0,0,0,0,0
Solyc00g124840,0,0,0,0,0,0
Solyc00g124850,0,0,0,0,0,0
Solyc00g124860,0,0,0,0,0,0
Solyc00g125260,0,0,0,0,0,0
Solyc00g125270,0,0,0,0,0,0
Solyc00g125580,1,0,1,0,0,0
Solyc00g125980,3,8,5,5,3,0
Solyc00g125990,8,8,4,12,10,9
Solyc00g126000,4,8,6,4,10,4
Solyc00g126010,4,6,3,5,8,7
Solyc00g126420,0,0,0,0,0,0
Solyc00g126430,0,0,0,0,0,0
Solyc00g126440,0,0,0,0,0,0
Solyc00g127540,0,0,0,0,0,0
Solyc00g127550,0,0,0,0,0,0
Solyc00g127560,0,0,0,0,0,0
Solyc00g127660,50,57,45,63,51,69
Solyc00g127670,7,5,1,4,8,3
Solyc00g127870,3,9,5,10,12,10
Solyc00g128870,61,104,50,36,52,38
Solyc00g129670,0,0,0,0,0,0
Solyc00g129680,0,0,0,0,0,0
Solyc00g129880,0,0,0,0,0,0
Solyc00g129980,0,0,0,0,0,0
Solyc00g130180,0,0,0,0,0,0
Solyc00g130190,0,0,0,0,0,0
Solyc00g130290,0,0,0,0,0,0
Solyc00g130690,0,0,0,0,0,0
Solyc00g130700,0,0,0,0,0,0
Solyc00g130800,0,0,0,0,0,0
Solyc00g130810,0,0,0,0,0,0
Solyc00g131610,0,0,0,0,0,0
Solyc00g131710,1,0,0,0,0,0
Solyc00g133110,0,0,0,0,0,0
Solyc00g133710,0,0,0,0,0,0
Solyc00g133720,0,0,1,0,0,0
Solyc00g134620,1,0,0,0,0,0
Solyc00g134820,0,0,0,0,0,0
Solyc00g134830,0,0,0,0,0,0
Solyc00g134840,0,0,0,0,0,0
Solyc00g135040,0,0,0,0,0,0
Solyc00g135050,0,0,0,0,0,0
Solyc00g135060,0,0,0,0,0,0
Solyc00g135260,1,0,0,0,0,0
Solyc00g136260,8,11,5,25,33,19
Solyc00g136560,56,67,48,6,10,5
Solyc00g138060,1,3,0,0,1,1
Solyc00g139760,0,0,1,0,0,0
Solyc00g140060,181,253,174,74,106,88
Solyc00g141360,0,0,0,0,0,0
Solyc00g141560,0,0,0,0,0,0
Solyc00g142160,1,1,0,1,0,0
Solyc00g142170,2,6,5,2,2,1
Solyc00g143770,7,10,7,7,22,21
Solyc00g144470,7,8,4,29,51,41
Solyc00g145170,2,3,0,3,4,1
Solyc00g147570,0,1,1,0,0,0
Solyc00g147770,25,19,18,13,17,30
Solyc00g149970,12,19,7,4,13,8
Solyc00g153680,0,0,1,1,3,4
Solyc00g153980,0,0,0,0,0,0
Solyc00g154480,0,0,0,0,0,0
Solyc00g154980,0,0,0,0,0,0
Solyc00g156980,0,0,0,0,0,0
Solyc00g157080,0,0,0,0,0,0
Solyc00g157180,35,30,17,14,33,27
Solyc00g160780,0,0,0,0,0,0
Solyc00g163580,0,0,0,0,0,0
Solyc00g164580,1,0,2,0,1,0
Solyc00g164680,398,467,436,340,381,337
Solyc00g165080,0,0,0,1,1,0
Solyc00g165090,0,0,0,0,0,0
Solyc00g165190,0,0,0,0,0,0
Solyc00g166190,0,0,0,0,0,0
Solyc00g166490,0,2,3,1,1,0
Solyc00g166690,0,0,0,0,0,0
Solyc00g167290,0,0,0,0,0,0
Solyc00g167300,0,0,0,0,0,0
Solyc00g167800,0,0,0,0,0,0
Solyc00g168200,0,1,0,0,0,0
Solyc00g170200,0,1,1,0,2,1
Solyc00g170210,26,25,20,16,14,19
Solyc00g170510,0,0,0,0,0,0
Solyc00g171710,0,0,0,0,0,0
Solyc00g171810,60,69,66,35,37,46
Solyc00g172410,0,0,0,0,0,0
Solyc00g173430,0,0,0,0,0,0
Solyc00g174330,93,73,68,206,37,37
Solyc00g174340,120,109,84,230,47,42
Solyc00g175240,0,0,0,0,0,0
Solyc00g178340,0,0,0,2,1,0
Solyc00g179240,0,0,0,0,0,0
Solyc00g179640,4,10,7,2,3,2
Solyc00g179840,0,0,0,0,0,0
Solyc00g180440,0,0,0,0,0,0
Solyc00g180840,1,0,0,0,0,0
Solyc00g181240,1,2,0,2,0,0
Solyc00g181250,0,0,0,2,1,0
Solyc00g183050,1,0,0,1,0,2
Solyc00g183550,0,0,0,0,0,0
Solyc00g184350,48,41,32,19,23,19
Solyc00g185750,0,0,0,0,0,0
Solyc00g185850,0,0,0,0,0,0
Solyc00g186050,0,0,0,0,0,0
Solyc00g187050,7,13,11,94,32,46
Solyc00g188250,0,0,0,0,0,2
Solyc00g188750,0,0,0,0,0,0
Solyc00g188850,0,0,0,0,1,0
Solyc00g192150,0,0,0,0,0,0
Solyc00g195350,1,0,0,2,1,1
Solyc00g195360,6,7,3,15,22,14
Solyc00g196060,324,475,296,261,304,305
Solyc00g196460,0,0,0,1,0,0
Solyc00g198360,0,0,0,0,0,0
Solyc00g199960,0,0,0,0,0,0
Solyc00g201060,0,0,0,0,0,0
Solyc00g201160,16,18,11,16,6,11
Solyc00g201460,1,0,0,0,0,1
Solyc00g201760,0,0,0,0,0,0
Solyc00g202560,0,0,0,0,0,0
Solyc00g203660,0,0,0,0,0,0
Solyc00g206460,39,67,53,793,607,853
Solyc00g207960,0,0,0,1,0,0
Solyc00g209460,3,2,2,3,5,1
Solyc00g209560,0,0,0,0,0,1
Solyc00g210860,0,0,0,0,0,0
Solyc00g212260,0,0,4,2,3,1
Solyc00g213960,0,0,0,0,0,0
Solyc00g215560,6,3,4,6,7,6
Solyc00g217560,0,0,0,13,3,1
Solyc00g217960,118,146,108,134,104,92
Solyc00g218560,5,9,6,1,1,2
Solyc00g220360,0,0,0,0,0,0
Solyc00g222060,0,0,0,0,0,0
Solyc00g222460,0,0,0,0,0,0
Solyc00g226760,0,0,0,0,1,0
Solyc00g227860,1,0,1,0,1,2
Solyc00g227960,0,0,0,0,2,0
Solyc00g228260,0,0,0,0,0,0
Solyc00g229260,1,0,0,0,0,0
Solyc00g230060,1,2,0,0,1,0
Solyc00g230070,5,4,6,3,4,1
Solyc00g230080,0,6,3,1,2,2
Solyc00g230280,0,0,0,0,0,0
Solyc00g231680,0,0,0,0,0,0
Solyc00g231780,3,20,13,1,1,1
Solyc00g233480,0,1,0,1,0,0
Solyc00g237680,0,0,0,0,0,0
Solyc00g240580,0,0,0,0,0,0
Solyc00g244280,0,0,0,0,0,0
Solyc00g244290,8,17,8,13,12,8
Solyc00g244300,21,20,10,10,12,15
Solyc00g245200,0,0,0,0,0,0
Solyc00g246800,0,0,0,0,0,0
Solyc00g247300,53,30,13,41,28,33
Solyc00g249200,0,0,0,0,0,0
Solyc00g249900,44,48,39,54,55,72
Solyc00g249910,8,13,11,14,21,31
Solyc00g254110,0,0,0,0,0,0
Solyc00g254910,5,6,9,3,20,8
Solyc00g255510,0,0,0,0,0,0
Solyc00g256710,35,48,36,34,34,33
Solyc00g257110,3,2,6,5,3,1
Solyc00g263210,0,0,0,0,0,0
Solyc00g265110,1,1,2,1,0,0
Solyc00g265510,0,0,0,0,0,0
Solyc00g266110,0,0,0,0,0,0
Solyc00g268310,0,0,0,0,0,0
Solyc00g269810,0,0,0,0,0,0
Solyc00g270510,0,0,0,0,0,0
Solyc00g272810,1,1,2,82,109,83
Solyc00g273110,0,0,0,2,0,0
Solyc00g275310,0,0,0,0,0,0
Solyc00g277510,22,34,32,11,19,14
Solyc00g278110,1,2,0,0,0,0
Solyc00g280110,0,0,0,0,0,0
Solyc00g281110,0,0,0,1,0,1
Solyc00g282510,9,54,9,17,20,21
Solyc00g283010,0,1,0,0,0,0
Solyc00g283110,0,0,0,0,0,0
Solyc00g284510,0,0,0,0,0,0
Solyc00g286010,0,0,0,0,0,0
Solyc00g286020,0,0,0,0,0,0
Solyc00g286030,0,0,0,0,0,0
Solyc00g287330,0,0,0,0,0,0
Solyc00g289230,7,19,6,3,6,2
Solyc00g294230,0,0,0,0,0,0
Solyc00g294630,0,0,0,0,0,0
Solyc00g297330,0,0,0,0,0,0
Solyc00g300430,0,0,0,0,0,0
Solyc00g300730,0,0,0,0,0,0
Solyc00g303630,0,0,0,0,0,0
Solyc00g304030,0,0,0,0,0,0
Solyc00g304630,0,0,0,0,0,0
Solyc00g306730,0,0,0,0,0,0
Solyc00g306830,0,0,0,0,0,0
Solyc00g308530,0,0,0,0,0,0
Solyc00g308930,0,0,0,0,0,0
Solyc00g309530,1,0,0,0,0,0
Solyc00g311230,0,0,0,0,0,0
Solyc00g313030,0,0,0,0,0,0
Solyc00g313530,0,0,0,0,0,0
Solyc00g313930,0,0,0,0,0,0
Solyc00g316030,0,0,0,0,0,0
Solyc00g316530,0,0,0,0,0,1
Solyc00g316730,0,0,0,0,0,0
Solyc00g318030,0,0,0,0,0,0
Solyc00g318130,3,3,6,0,10,6
Solyc00g318830,17,13,10,8,16,19
Solyc00g320430,0,0,0,0,0,0
Solyc00g322630,0,0,0,0,1,0
Solyc00g322830,0,0,0,0,0,0
Solyc00g323130,0,0,0,0,0,0
Solyc00g324530,0,0,0,0,0,0
Solyc01g005000,22,41,3,16,30,18
Solyc01g005010,3,4,0,0,0,1
Solyc01g005020,147,199,123,105,127,159
Solyc01g005030,313,362,349,203,268,222
Solyc01g005040,0,0,0,0,1,0
Solyc01g005050,0,0,0,0,0,0
Solyc01g005060,16,20,11,23,25,21
Solyc01g005070,0,0,0,0,0,0
Solyc01g005080,52,43,37,29,54,25
Solyc01g005090,1,0,1,0,0,0
Solyc01g005100,43,59,39,31,27,15
Solyc01g005110,48,56,30,76,64,92
Solyc01g005120,49,123,45,16,14,12
Solyc01g005130,157,181,150,277,288,366
Solyc01g005140,372,303,325,1301,1376,1118
Solyc01g005150,0,0,0,4,5,4
Solyc01g005160,5,16,1,179,93,167
Solyc01g005170,4,3,4,7,7,9
Solyc01g005180,0,0,0,0,0,0
Solyc01g005190,1,5,2,0,7,2
Solyc01g005200,1,2,0,0,0,0
Solyc01g005210,774,1056,726,611,709,555
Solyc01g005220,322,396,190,41,40,52
Solyc01g005230,0,0,1,0,0,1
Solyc01g005240,91,136,90,247,267,231
Solyc01g005250,170,238,174,186,202,144
Solyc01g005260,16,15,9,2,3,2
Solyc01g005270,7,19,5,2,6,8
Solyc01g005280,2,6,3,1,2,1
Solyc01g005290,16,29,14,2,12,9
Solyc01g005300,354,394,320,959,1188,1048
Solyc01g005310,0,0,0,0,0,0
Solyc01g005320,0,0,0,0,0,0
Solyc01g005330,171,186,144,80,114,102
Solyc01g005340,328,354,237,167,230,203
Solyc01g005350,0,0,0,0,0,0
Solyc01g005360,0,0,0,0,0,0
Solyc01g005370,74,96,58,41,40,34
Solyc01g005380,73,101,77,28,45,26
Solyc01g005390,53,48,37,31,35,50
Solyc01g005400,42,29,50,12,30,53
Solyc01g005410,34,5,8,427,333,329
Solyc01g005420,0,1,0,16,11,8
Solyc01g005430,155,157,172,268,195,332
Solyc01g005440,566,690,484,1085,972,1089
Solyc01g005450,8,13,9,19,18,6
Solyc01g005460,0,1,0,1,0,0
Solyc01g005470,32,45,33,36,14,54
Solyc01g005480,36,64,38,54,64,71
Solyc01g005490,61,156,76,91,122,82
Solyc01g005500,25,105,9,1,0,1
Solyc01g005510,0,0,2,0,0,0
Solyc01g005520,33,113,42,21,99,19
Solyc01g005530,10,23,7,14,17,14
Solyc01g005540,65,71,55,135,167,99
Solyc01g005550,145,170,105,58,95,43
Solyc01g005560,1040,900,732,9304,8932,8563
Solyc01g005570,40,65,46,6,5,7
Solyc01g005580,157,248,173,107,132,117
Solyc01g005590,1,5,5,0,2,0
Solyc01g005600,722,803,735,473,546,472
Solyc01g005610,0,1,0,0,0,0
Solyc01g005620,563,799,510,470,536,478
Solyc01g005630,0,0,0,0,0,0
Solyc01g005640,119,202,97,235,267,210
Solyc01g005650,0,0,0,0,0,0
Solyc01g005660,4,6,0,12,27,14
Solyc01g005670,38,54,35,84,113,107
Solyc01g005680,0,1,0,0,0,0
Solyc01g005690,102,117,92,78,67,82
Solyc01g005700,73,79,59,66,84,79
Solyc01g005710,0,0,0,0,0,0
Solyc01g005720,8,17,8,1,1,2
Solyc01g005730,5,15,8,3,2,1
Solyc01g005740,4,8,3,0,0,0
Solyc01g005750,0,0,0,0,0,0
Solyc01g005760,91,179,100,14,20,13
Solyc01g005770,1,2,0,4,0,5
Solyc01g005780,2,1,2,0,0,0
Solyc01g005790,30,42,37,34,34,47
Solyc01g005800,6,5,4,60,26,70
Solyc01g005810,479,504,473,339,355,361
Solyc01g005820,883,1058,953,1004,1094,1065
Solyc01g005830,19,19,9,1,6,7
Solyc01g005840,56,86,63,48,84,58
Solyc01g005850,13,16,23,33,42,29
Solyc01g005860,0,0,0,0,0,0
Solyc01g005870,5,5,4,1,0,2
Solyc01g005880,2,1,3,0,0,0
Solyc01g005890,0,0,0,0,0,0
Solyc01g005900,17,25,18,31,21,26
Solyc01g005910,50,66,56,43,65,57
Solyc01g005920,4,4,2,6,7,8
Solyc01g005930,45,84,59,32,34,40
Solyc01g005940,0,0,0,1,0,0
Solyc01g005950,240,336,268,102,133,134
Solyc01g005960,212,281,198,212,309,291
Solyc01g005970,28,30,23,27,36,32
Solyc01g005980,8,21,10,7,9,4
Solyc01g005990,0,1,1,1,3,2
Solyc01g006000,75,135,117,77,78,102
Solyc01g006010,387,443,353,370,500,534
Solyc01g006020,90,170,101,150,203,112
Solyc01g006030,101,124,103,114,161,178
Solyc01g006040,134,132,127,157,215,190
Solyc01g006050,57,20,28,35,12,26
Solyc01g006060,0,0,0,0,0,0
Solyc01g006070,0,0,0,0,0,0
Solyc01g006080,0,0,0,0,0,0
Solyc01g006090,40,51,39,108,182,125
Solyc01g006100,7,4,2,1,1,1
Solyc01g006110,689,718,696,835,1062,1037
Solyc01g006120,1137,1288,1115,1448,1310,1721
Solyc01g006130,174,245,155,199,257,133
Solyc01g006140,7,4,2,5,4,2
Solyc01g006150,83,93,56,61,72,58
Solyc01g006160,434,548,332,867,906,838
Solyc01g006170,103,122,120,342,432,485
Solyc01g006180,41,62,38,103,123,99
Solyc01g006190,459,567,433,350,402,416
Solyc01g006200,19,30,32,22,28,20
Solyc01g006210,7,10,8,10,7,17
Solyc01g006220,15,14,4,13,19,11
Solyc01g006230,258,418,294,378,381,378
Solyc01g006240,0,0,0,0,0,0
Solyc01g006250,9,17,8,3,12,6
Solyc01g006260,20,30,12,35,69,52
Solyc01g006270,0,0,0,0,0,0
Solyc01g006280,1256,1876,1105,1110,1514,744
Solyc01g006290,11,12,11,13,3,0
Solyc01g006300,0,3,3,9,4,0
Solyc01g006310,0,0,0,0,0,0
Solyc01g006320,4,5,2,9,12,6
Solyc01g006330,2,0,2,3,3,2
Solyc01g006340,73,89,73,77,98,82
Solyc01g006350,504,591,469,264,264,477
Solyc01g006360,237,292,214,84,111,135
Solyc01g006370,252,343,183,179,251,152
Solyc01g006380,0,0,0,0,0,0
Solyc01g006390,0,1,0,0,0,0
Solyc01g006400,3,30,6,0,2,3
Solyc01g006410,0,0,0,0,0,0
Solyc01g006420,0,0,0,0,0,0
Solyc01g006430,9188,9379,6625,3187,2726,4643
Solyc01g006440,2,0,2,0,1,0
Solyc01g006450,94,192,115,103,146,50
Solyc01g006460,0,0,0,0,1,0
Solyc01g006470,0,0,0,0,0,0
Solyc01g006480,44,58,36,77,74,84
Solyc01g006490,159,199,125,128,133,151
Solyc01g006500,69,74,59,69,68,70
Solyc01g006510,352,484,378,144,193,133
Solyc01g006520,5,1,0,3,3,1
Solyc01g006530,0,0,0,2,0,0
Solyc01g006540,572,1382,807,131,175,27
Solyc01g006550,1,9,3,0,0,0
Solyc01g006560,3,8,3,3,0,0
Solyc01g006570,0,0,0,0,0,0
Solyc01g006580,0,0,2,0,7,2
Solyc01g006590,0,0,0,0,0,0
Solyc01g006600,18,15,34,2,2,6
Solyc01g006610,3,2,9,1,2,3
Solyc01g006620,0,1,0,13,1,0
Solyc01g006630,11,27,24,19,16,12
Solyc01g006640,0,0,0,0,0,0
Solyc01g006650,25,19,17,58,16,67
Solyc01g006660,0,1,2,2,0,0
Solyc01g006670,44,46,29,63,59,46
Solyc01g006680,186,209,173,79,98,91
Solyc01g006690,0,5,4,3,10,3
Solyc01g006700,292,262,234,577,619,565
Solyc01g006710,196,198,190,95,99,135
Solyc01g006720,1,7,2,14,11,6
Solyc01g006730,0,0,0,0,0,0
Solyc01g006740,10,9,6,10,12,10
Solyc01g006750,0,0,0,0,0,0
Solyc01g006760,0,0,0,0,0,0
Solyc01g006770,0,0,0,0,0,0
Solyc01g006780,0,0,0,0,0,0
Solyc01g006790,0,1,1,0,0,0
Solyc01g006800,710,860,750,1328,1472,1487
Solyc01g006810,19,60,23,20,38,23
Solyc01g006820,1,0,0,1,1,2
Solyc01g006830,337,456,307,313,438,387
Solyc01g006840,0,0,1,0,0,0
Solyc01g006850,12,17,9,28,24,30
Solyc01g006860,63,94,70,62,75,54
Solyc01g006870,74,101,68,139,156,194
Solyc01g006880,362,434,359,430,447,464
Solyc01g006890,16,21,14,55,136,95
Solyc01g006900,767,966,602,664,747,529
Solyc01g006910,0,0,0,0,0,0
Solyc01g006920,8,9,4,8,8,12
Solyc01g006930,18,32,30,33,23,20
Solyc01g006940,42,57,49,20,33,13
Solyc01g006950,75,140,17,254,496,347
Solyc01g006960,207,333,247,145,210,182
Solyc01g006970,407,419,337,135,164,210
Solyc01g006980,74,124,90,90,137,59
Solyc01g006990,413,378,376,259,333,349
Solyc01g007000,3,0,1,62,16,47
Solyc01g007010,4,2,5,130,39,151
Solyc01g007020,13,6,3,98,24,60
Solyc01g007030,2,3,4,349,125,250
Solyc01g007040,2,2,3,316,117,225
Solyc01g007050,2,1,0,4,6,1
Solyc01g007060,52,74,60,35,59,50
Solyc01g007070,2693,3485,2243,4524,5826,4910
Solyc01g007080,0,1,0,0,1,0
Solyc01g007090,0,0,0,0,0,0
Solyc01g007100,23,64,31,265,428,295
Solyc01g007110,693,815,653,1786,2202,2213
Solyc01g007120,114,118,97,183,277,251
Solyc01g007130,15,26,11,4,8,11
Solyc01g007140,36,40,50,53,64,89
Solyc01g007150,638,748,539,437,486,493
Solyc01g007160,2,2,0,0,0,1
Solyc01g007170,0,0,2,0,0,0
Solyc01g007180,39,46,42,34,48,51
Solyc01g007190,57,43,55,100,82,123
Solyc01g007200,6,10,4,1,6,2
Solyc01g007210,0,2,1,13,8,10
Solyc01g007220,3588,3680,3045,4160,3759,4229
Solyc01g007230,52,76,49,92,124,138
Solyc01g007240,0,0,0,0,0,0
Solyc01g007250,99,103,109,259,330,302
Solyc01g007260,0,6,2,1,1,0
Solyc01g007270,0,0,0,0,0,0
Solyc01g007280,28,80,79,12,30,30
Solyc01g007290,9,6,5,2,2,1
Solyc01g007300,30,49,71,8,13,20
Solyc01g007310,9,7,26,2,8,12
Solyc01g007320,1827,2110,1602,215,315,417
Solyc01g007330,355,584,586,228,234,263
Solyc01g007340,98,252,363,72,50,123
Solyc01g007350,20,55,82,3,10,24
Solyc01g007360,7,33,42,6,6,6
Solyc01g007370,9,35,39,5,4,14
Solyc01g007380,31,106,123,9,13,24
Solyc01g007390,1,0,0,0,1,0
Solyc01g007400,5,9,5,0,1,1
Solyc01g007410,27,59,46,15,21,29
Solyc01g007420,3,1,5,1,5,0
Solyc01g007430,3,24,20,4,5,11
Solyc01g007440,14,39,33,3,4,8
Solyc01g007450,8,31,30,2,2,9
Solyc01g007460,4,38,34,2,1,7
Solyc01g007470,38,80,112,16,17,40
Solyc01g007480,1,0,0,1,0,1
Solyc01g007490,404,454,491,120,179,273
Solyc01g007500,13,62,45,10,17,12
Solyc01g007510,3,7,10,1,1,2
Solyc01g007520,2,7,6,1,3,3
Solyc01g007530,28,55,49,5,9,12
Solyc01g007540,9,28,20,5,2,1
Solyc01g007550,3,5,4,0,0,1
Solyc01g007560,67,151,214,22,26,80
Solyc01g007570,116,279,386,31,49,148
Solyc01g007580,125,322,422,41,61,151
Solyc01g007590,113,280,365,49,54,130
Solyc01g007600,163,406,531,77,83,213
Solyc01g007610,374,724,874,119,151,346
Solyc01g007620,55,69,100,19,15,51
Solyc01g007630,842,1138,1180,254,251,547
Solyc01g007640,45,147,159,36,28,84
Solyc01g007650,5,14,15,2,5,10
Solyc01g007660,53,76,77,27,27,39
Solyc01g007670,15,27,28,13,5,11
Solyc01g007680,0,0,1,0,0,0
Solyc01g007690,1,1,1,3,0,2
Solyc01g007700,0,0,0,0,0,0
Solyc01g007710,2,3,3,2,3,4
Solyc01g007720,718,682,722,235,194,450
Solyc01g007730,0,0,0,0,0,0
Solyc01g007740,329,430,305,251,251,173
Solyc01g007750,170,147,155,47,64,33
Solyc01g007760,197,267,206,137,198,162
Solyc01g007770,79,96,76,48,56,48
Solyc01g007780,14,16,19,47,56,33
Solyc01g007790,87,105,94,77,98,63
Solyc01g007800,0,0,0,0,0,0
Solyc01g007810,0,0,0,0,0,0
Solyc01g007820,12,5,9,13,8,21
Solyc01g007830,0,1,2,0,0,0
Solyc01g007840,40,80,63,64,49,42
Solyc01g007850,56,92,61,58,41,66
Solyc01g007860,861,1185,785,598,743,674
Solyc01g007870,95,176,66,100,83,66
Solyc01g007880,80,88,82,55,88,39
Solyc01g007890,11,18,22,4,10,11
Solyc01g007900,182,211,192,125,122,129
Solyc01g007910,288,406,262,569,695,604
Solyc01g007920,297,381,310,100,159,94
Solyc01g007930,151,157,158,83,115,109
Solyc01g007940,58,54,127,23,141,94
Solyc01g007950,5,10,3,2,10,5
Solyc01g007960,12,13,5,3,7,3
Solyc01g007970,9,1,3,3,1,5
Solyc01g007980,123,137,88,69,89,80
Solyc01g007990,149,145,126,226,242,227
Solyc01g008000,2963,4194,2787,2005,2329,2525
Solyc01g008010,22,60,148,57,89,36
Solyc01g008020,5,5,11,11,7,8
Solyc01g008030,0,0,0,0,0,0
Solyc01g008040,0,0,0,0,0,0
Solyc01g008050,1,0,0,5,1,1
Solyc01g008060,195,196,194,258,334,366
Solyc01g008070,1447,2165,1585,742,832,694
Solyc01g008080,1911,2400,1894,2235,2648,2967
Solyc01g008090,1009,1301,989,1604,1847,1895
Solyc01g008100,56,79,33,42,54,38
Solyc01g008110,1865,2473,1780,1078,1240,1296
Solyc01g008120,722,832,629,742,844,1016
Solyc01g008130,33,24,28,33,33,25
Solyc01g008140,190,275,171,218,165,195
Solyc01g008150,0,0,0,0,0,0
Solyc01g008160,199,283,202,147,193,134
Solyc01g008170,594,551,599,326,335,466
Solyc01g008180,175,142,147,61,66,57
Solyc01g008190,83,80,106,92,130,124
Solyc01g008200,48,59,44,74,61,69
Solyc01g008210,5,17,9,301,277,441
Solyc01g008220,1,7,6,88,79,145
Solyc01g008230,200,282,186,59,91,65
Solyc01g008240,0,0,0,0,0,0
Solyc01g008250,23,37,32,45,83,64
Solyc01g008260,57,75,60,40,57,41
Solyc01g008270,494,595,437,620,756,729
Solyc01g008280,345,392,327,404,459,477
Solyc01g008290,41,53,31,57,73,69
Solyc01g008300,31,16,11,24,24,20
Solyc01g008310,593,711,506,247,286,267
Solyc01g008320,1127,1172,1109,507,629,596
Solyc01g008330,324,452,354,1152,1296,945
Solyc01g008340,141,167,117,239,239,241
Solyc01g008350,385,492,372,501,606,561
Solyc01g008360,389,495,373,511,618,571
Solyc01g008370,973,1111,919,1781,2015,1874
Solyc01g008380,9,4,5,15,2,8
Solyc01g008390,0,0,0,0,0,0
Solyc01g008400,0,0,0,0,0,4
Solyc01g008410,0,0,0,0,0,0
Solyc01g008420,4,5,8,20,31,51
Solyc01g008430,0,0,0,0,0,0
Solyc01g008440,56,101,24,159,211,166
Solyc01g008450,0,1,0,0,0,0
Solyc01g008460,94,114,78,107,111,90
Solyc01g008470,19,32,17,80,91,95
Solyc01g008480,46,68,62,26,37,52
Solyc01g008490,179,206,212,218,283,282
Solyc01g008500,5,1,4,0,1,0
Solyc01g008510,252,223,218,12,32,3
Solyc01g008520,14,22,24,1,3,1
Solyc01g008530,7,17,11,2,10,8
Solyc01g008540,0,1,1,0,0,0
Solyc01g008550,61,141,50,150,150,138
Solyc01g008560,69,121,77,331,277,258
Solyc01g008570,0,0,2,0,0,0
Solyc01g008580,0,0,0,0,0,0
Solyc01g008590,0,0,0,0,0,0
Solyc01g008600,98,141,80,203,257,185
Solyc01g008610,0,0,0,0,0,0
Solyc01g008620,6,5,3,1,1,0
Solyc01g008640,0,2,0,0,0,0
Solyc01g008650,1,1,0,0,0,0
Solyc01g008660,56,58,60,21,19,23
Solyc01g008670,2,2,0,0,1,0
Solyc01g008680,50,34,35,10,7,13
Solyc01g008690,1,0,0,4,0,0
Solyc01g008700,94,174,124,37,76,39
Solyc01g008710,34,156,109,3,10,3
Solyc01g008720,0,1,2,0,0,0
Solyc01g008730,281,340,277,247,290,300
Solyc01g008740,0,0,2,0,0,1
Solyc01g008750,2,3,4,0,1,1
Solyc01g008760,24,30,18,36,51,23
Solyc01g008770,154,237,189,194,266,270
Solyc01g008780,285,495,312,127,181,155
Solyc01g008790,12,22,5,3,6,4
Solyc01g008800,17,25,12,28,30,37
Solyc01g008810,226,228,208,209,209,232
Solyc01g008820,99,127,80,316,356,318
Solyc01g008830,2,4,0,5,7,2
Solyc01g008840,690,694,663,903,1019,964
Solyc01g008850,1181,1218,1155,4010,5031,4767
Solyc01g008860,0,0,0,0,0,0
Solyc01g008870,6,2,0,0,0,0
Solyc01g008880,0,0,1,0,0,0
Solyc01g008890,108,113,135,21,49,47
Solyc01g008900,23,35,15,12,42,23
Solyc01g008910,68,107,92,53,56,92
Solyc01g008920,11,32,5,5,8,5
Solyc01g008930,16,27,17,23,28,24
Solyc01g008940,1,1,3,0,18,12
Solyc01g008950,738,996,602,1217,1382,1457
Solyc01g008960,2081,2386,1910,571,837,934
Solyc01g008970,2412,2541,2569,4122,4609,5079
Solyc01g008980,70,66,54,33,36,65
Solyc01g008990,162,162,130,209,254,259
Solyc01g009000,325,376,381,267,281,240
Solyc01g009010,126,295,171,100,157,80
Solyc01g009020,174,292,162,336,372,218
Solyc01g009030,241,352,205,204,243,230
Solyc01g009040,0,5,0,0,0,0
Solyc01g009050,464,606,412,272,270,283
Solyc01g009060,245,273,209,388,474,495
Solyc01g009070,74,75,68,56,56,55
Solyc01g009080,5,3,2,5,13,3
Solyc01g009090,706,836,656,579,680,773
Solyc01g009100,104,159,109,374,431,382
Solyc01g009110,63,83,59,57,88,56
Solyc01g009120,85,93,90,82,90,72
Solyc01g009130,0,0,0,0,0,0
Solyc01g009140,0,0,1,0,0,0
Solyc01g009150,53,61,45,117,106,127
Solyc01g009160,31,24,21,177,78,187
Solyc01g009170,664,599,657,1608,1982,1877
Solyc01g009180,373,460,336,484,572,562
Solyc01g009190,0,1,1,2,2,1
Solyc01g009200,1,8,1,0,11,2
Solyc01g009210,0,0,0,0,2,0
Solyc01g009220,0,1,0,1,2,1
Solyc01g009230,36,34,33,14,34,35
Solyc01g009240,0,0,0,0,0,0
Solyc01g009250,4,6,5,2,0,1
Solyc01g009260,0,0,0,5,4,8
Solyc01g009270,0,0,0,0,0,0
Solyc01g009280,384,444,350,366,421,453
Solyc01g009290,138,153,137,222,307,319
Solyc01g009300,100,132,95,144,276,135
